_;id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
16905;22579989;Stylish studio next to canal;5129957;Alex;Neukölln;Reuterstraße;52.48680440099978;13.438671190716825;Entire home/apt;85;1;0;;;3;152
16907;22580955;APARTMENT IN a CITY CENTER;163576464;Roman;Mitte;Tiergarten Süd;52.501983087991874;13.3627178634314;Entire home/apt;155;2;0;;;4;23
16909;22581247;Clever choice near Potsdamerplatz;163576464;Roman;Mitte;Tiergarten Süd;52.50164039805446;13.362846749226218;Entire home/apt;86;2;4;21/10/2018;2.79;4;15
16910;22581406;Big and comfortable close to Potsdamerplatz;163576464;Roman;Mitte;Tiergarten Süd;52.50127482456872;13.362355675273824;Entire home/apt;150;2;6;23/10/2018;0.85;4;13
16915;22586252;;90556837;Peter;Pankow;Helmholtzplatz;52.54598036220375;13.415763830610366;Shared room;5000;2;0;;;1;310
16917;22591342;Alte DeLuxe;112363455;Levan;Mitte;Alexanderplatz;52.52970186126932;13.405024063317263;Entire home/apt;80;2;1;11/02/2018;0.11;8;37
16926;22598207;Stunning 3 bedroom flat in Prenzlauerberg;2854667;Mike;Pankow;Prenzlauer Berg Nord;52.55183616721011;13.414637573332074;Entire home/apt;129;1;28;05/11/2018;2.82;3;253
16927;22598672;Light-flooded Penthouse Flat near Mauerpark;1318886;Florian;Pankow;Prenzlauer Berg Nordwest;52.554403392786654;13.408631543970255;Entire home/apt;95;2;5;16/07/2018;0.68;1;0
16932;22606679;Big sunny family flat in the heart of Kreuzberg;30796652;Nina;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49658311576418;13.400966767683151;Entire home/apt;149;3;2;06/08/2018;0.35;1;19
16946;22621232;Kollwitz Cozy Casa;3951557;David;Pankow;Prenzlauer Berg Südwest;52.53721957453562;13.41852069190237;Entire home/apt;70;3;25;26/07/2018;2.86;1;86
16949;22622898;5 min. from Alexanderplatz TV–Tower & Sealife;97276046;Victoria;Mitte;Alexanderplatz;52.52389697370548;13.419205341590793;Private room;149;4;13;25/10/2018;1.74;1;170
16952;22624024;Spacious appartment in a typical Berlin old-house;6822600;Patricia;Pankow;Prenzlauer Berg Südwest;52.53814227188353;13.410808239927738;Entire home/apt;95;5;4;17/08/2018;1.01;1;303
16969;22645487;Beautiful, modern & central flat in historic house;4214870;Annik;Mitte;Alexanderplatz;52.52472916871664;13.411549114100788;Entire home/apt;100;2;5;06/09/2018;0.58;1;0
16981;22662811;Beautiful, cosy & quiet Altbau in the Weserkiez;69462385;Conor;Neukölln;Reuterstraße;52.486517072088006;13.438587475143262;Entire home/apt;68;2;1;25/02/2018;0.12;1;0
16982;22662952;Nollendorf Apartments Motzstraße (1002);115768053;Andrew;Tempelhof - Schöneberg;Schöneberg-Nord;52.499749428519394;13.350678642860164;Entire home/apt;120;7;1;21/05/2018;0.18;3;32
16983;22664058;Berlin Zuhause;166963593;Timo;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Süd;52.51041706700387;13.45089662619471;Entire home/apt;999;2;7;28/05/2018;0.74;1;25
16989;22670969;Cozy flat in the heart of Kreuzberg;167033101;Christian;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.4924793405405;13.418758041668331;Private room;120;1;11;20/09/2018;1.29;1;0
16991;22672844;Maisonette-Wohnung mit Dachterasse in Schöneberg;86313789;Steffen;Tempelhof - Schöneberg;Schöneberg-Süd;52.47954406025711;13.36168896039466;Entire home/apt;80;3;1;30/01/2018;0.11;1;0
16992;22673276;Central quiet Hideaway near Alexander Platz;167067226;Magali;Pankow;Prenzlauer Berg Ost;52.53740758152194;13.435917900828455;Entire home/apt;99;1;34;02/11/2018;3.76;10;353
16993;22673389;Quiet Apartment w balcony near Alexander Platz;167067226;Magali;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50652334462202;13.429571208062995;Entire home/apt;79;2;35;04/11/2018;4.82;10;359
16994;22673460;Industrial Design Studio at Spree;167067226;Magali;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50257625365084;13.438743745170736;Entire home/apt;90;1;32;04/11/2018;6.27;10;315
16995;22673541;Industrial Design Apartment 130m2;167067226;Magali;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50308768104799;13.438480909573926;Entire home/apt;500;2;20;04/11/2018;4.72;10;330
16996;22673624;Cozy Apartment Kreuzberg (4 BR & 2 Baths);167067226;Magali;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49330973772847;13.396690435426263;Entire home/apt;145;2;16;04/11/2018;3.87;10;160
16997;22673661;Loft an der Spree;167067226;Magali;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50372947806456;13.436938601515644;Entire home/apt;150;2;10;04/10/2018;1.71;10;0
17006;22687092;Ruhige Wohnung im Grünen / Berlin-Wannsee;166062317;Conny;Steglitz - Zehlendorf;Zehlendorf  Südwest;52.42293617394398;13.15917256786119;Private room;100;3;0;;;1;304
17009;22689476;Studio apartment in Neukölln close to Tempelhof;109360599;Daniel & Mari;Neukölln;Schillerpromenade;52.4649927977658;13.428770408921924;Entire home/apt;69;3;9;10/06/2018;1.06;1;0
17010;22694360;Family-friendly house w/ garden & good connection;167319423;Jens;Steglitz - Zehlendorf;Drakestr.;52.44441755334001;13.320476773940282;Entire home/apt;119;3;1;17/07/2018;0.26;1;0
17013;22695354;BLISSE cozsy West Berlin - Grand Apt 5 BR;155105708;Sören;Charlottenburg-Wilm.;Barstraße;52.481011585665385;13.32026685342664;Entire home/apt;350;1;33;02/11/2018;3.36;11;337
17014;22696188;Casa D'oro;87442687;Babett;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50317710126898;13.391849017411571;Entire home/apt;133;5;2;23/10/2018;2.0;16;338
17018;22698626;Hidden gem in the heart of Berlin;36361901;Arjun;Mitte;Alexanderplatz;52.5252250180356;13.39014543263755;Entire home/apt;69;4;31;03/11/2018;3.42;1;54
17023;22702840;Downtown rooftop apartment-roof garden-great view;167410436;Eileen;Charlottenburg-Wilm.;Kantstraße;52.50533851432549;13.32314050717077;Entire home/apt;160;7;0;;;1;0
17025;22708088;Zimmer in Reihenhaus in Steglitz - Lichterfelde;3649609;Marcel;Steglitz - Zehlendorf;Ostpreußendamm;52.41793717987412;13.31984396543597;Entire home/apt;100;1;0;;;1;364
17026;22710215;Friendly Nice Apartment in Kreuzberg Bergmannkiez;148833633;Samuel;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.48898052692771;13.398494555411087;Entire home/apt;75;2;18;17/10/2018;2.19;1;341
17029;22712267;Working in Berlin - living countryside - why not ?;157823795;Ralf;Steglitz - Zehlendorf;Drakestr.;52.43162311974764;13.31031206904315;Entire home/apt;112;14;1;31/07/2018;0.3;2;346
17032;22714552;Parkside // mitten in der Stadt;111564402;Malin;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49176468792757;13.379867257470504;Entire home/apt;88;3;29;29/10/2018;3.07;1;35
17041;22726075;furnished, bright and new room for 22 days FHAIN;8200321;Elisabeth;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.51784838644173;13.467012601053108;Private room;500;23;0;;;1;0
17048;22730953;Spacious designer rooftop apartment;7519900;Claudius;Lichtenberg;Fennpfuhl;52.52759592003358;13.4625615739613;Entire home/apt;125;3;18;10/07/2018;2.05;1;0
17049;22732104;Kollwitzplatz! 3 Room City Apartment;43109610;Ludwig;Pankow;Helmholtzplatz;52.54543539317835;13.420631150485107;Entire home/apt;100;1;42;04/11/2018;4.33;3;281
17051;22739003;BIG Central CityApt.PotsdamerPlatz Kreuzberg Mitte;167881332;Eugen;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49776257267018;13.38384019002253;Entire home/apt;249;1;35;21/10/2018;3.79;4;157
17055;22739984;Prenzlberg/Mitte: Safe, quiet but super central;1810356;Fredrik;Pankow;Prenzlauer Berg Südwest;52.53152155211805;13.416191392441323;Entire home/apt;91;3;14;25/10/2018;1.55;1;0
17062;22743081;Friedrichshain Panorama;12452077;Tom;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.50929840151967;13.452104988042858;Entire home/apt;129;1;14;05/11/2018;1.6;1;155
17067;22746148;Cozy Central City Apt. Mitte prime Location;167881332;Eugen;Mitte;Brunnenstr. Süd;52.52962579565119;13.396386325866336;Entire home/apt;69;1;37;03/11/2018;3.81;4;149
17070;22748730;Gemütliches Zimmer in Friedrichshein;167958949;Leonhard;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.51559355907957;13.470760144640623;Private room;87;1;1;25/02/2018;0.12;1;0
17071;22749173;4 BR near Ku'damm;167989119;Tatjana;Charlottenburg-Wilm.;Halensee;52.49797257265226;13.28585009476185;Entire home/apt;220;3;5;19/10/2018;0.56;1;295
17075;22757620;Bright quiet Loft with Roof Terrace Kreuzberg;5313338;Leonie;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50135769602375;13.413104614684276;Private room;80;2;14;16/09/2018;1.6;1;0
17080;22767409;Gardenside in Lichterfelde;168167047;Jasmin;Steglitz - Zehlendorf;Drakestr.;52.44581557269584;13.312658287266794;Entire home/apt;85;2;19;28/10/2018;2.33;1;212
17084;22769283;Room & balcony in 120m2 Altbau in Mitte/Prenzlberg;5484438;Natalie;Pankow;Prenzlauer Berg Südwest;52.54096169623874;13.410475031765705;Private room;90;1;5;05/10/2018;0.78;1;180
17087;22771258;Gemütliche 3 Raumwohnung im schönen PrenzlauerBerg;74750098;Ben;Pankow;Prenzlauer Berg Nord;52.54290056470384;13.439745950733943;Entire home/apt;70;1;8;01/07/2018;0.85;1;0
17088;22771449;Historical gem in the heart of Kreuzberg★2BR&wifi;168205286;Robert;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49593298147799;13.385592068838887;Entire home/apt;100;2;22;21/10/2018;2.46;2;358
17090;22772067;amazing apartment in Kreuzberg;6490931;Bernhard;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50238040541609;13.415123550194366;Entire home/apt;250;4;1;21/03/2018;0.13;1;64
17098;22786085;Beautiful renovated 2 rooms apartment in Neukölln;53411338;Adi;Neukölln;Schillerpromenade;52.48254304802409;13.424557826220555;Entire home/apt;75;3;36;24/10/2018;4.08;3;52
17101;22788557;Weimarische 0/6;116235283;Levan;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52.478605922846285;13.32395823019793;Entire home/apt;240;2;5;21/09/2018;0.77;7;18
17123;22812234;Cosyrooms/Prenzlauerberg;27834287;Ryan;Pankow;Prenzlauer Berg Nord;52.5514643360156;13.42444589354112;Entire home/apt;98;2;16;04/11/2018;1.64;3;74
17125;22812543;GREAT Apartment in the heart of Berlin City;168128415;Erman;Pankow;Prenzlauer Berg Süd;52.536756274742814;13.431030627881295;Entire home/apt;149;2;36;24/10/2018;3.75;1;44
17128;22820006;Gemütliches Studio Apartment zentral gelegen;8912086;René;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52.48594782344573;13.328269932889876;Entire home/apt;69;60;0;;;26;280
17129;22821730;Spacious Modern Two Story Loft in Prenzlauer Berg;23279713;Ahmed;Pankow;Prenzlauer Berg Süd;52.537853658010896;13.433790726317069;Entire home/apt;80;3;3;13/04/2018;0.35;1;0
17130;22821905;Panorama view from top of architecture landmark;2526430;Kolja;Mitte;Moabit Ost;52.51746408576107;13.343349773945992;Entire home/apt;100;1;5;01/07/2018;1.02;1;0
17142;22839050;Gemütliche 100qm Wohnung auf der Bergmannstrasse;318218;Michael;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.490224189344616;13.391914125340614;Entire home/apt;94;2;3;17/02/2018;0.31;1;0
17143;22839436;Sky Residence;156628938;Siggi;Mitte;Tiergarten Süd;52.50713791022224;13.347643702218116;Entire home/apt;85;3;37;21/10/2018;4.08;2;312
17147;22841034;YOUNG & WILD Residence;156628938;Siggi;Neukölln;Rixdorf;52.47224355241784;13.442259065551736;Entire home/apt;90;3;27;19/10/2018;2.98;2;261
17149;22841221;Big cozy flat in Neukölln, Berlin;19894602;Max;Neukölln;Neuköllner Mitte/Zentrum;52.46962243311148;13.4382228033852;Entire home/apt;75;2;0;;;1;0
17159;22853638;Sunny, quiet, private loft in central Berlin;37292627;Ina;Mitte;Moabit West;52.52370274678685;13.339231961540012;Entire home/apt;69;3;10;01/10/2018;1.22;1;0
17165;22858159;** Perfect 2-shared flat with view over Berlin **;4446082;Michael;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Süd;52.51576662332683;13.448048373378048;Entire home/apt;110;150;10;13/10/2018;1.06;4;207
17166;22858411;Spacious Design Apartment in central charming area;69907642;Ralf;Pankow;Prenzlauer Berg Süd;52.53057673087566;13.42267948675357;Entire home/apt;110;7;3;25/08/2018;0.34;1;4
17171;22871505;Spacious apartment on 2nd floor of a villa;165761192;Burghardt;Pankow;Blankenfelde/Niederschönhausen;52.576341266928765;13.399353493818806;Entire home/apt;95;2;10;01/10/2018;1.63;3;129
17173;22873136;Spacious top floor apartment of a villa;165761192;Burghardt;Pankow;Blankenfelde/Niederschönhausen;52.57524264927312;13.399382813542887;Entire home/apt;95;2;9;23/10/2018;1.45;3;148
17178;22876933;Große Altbauwohnung am Treptower Park;21888474;Daniela;Treptow - Köpenick;Plänterwald;52.48511553594405;13.466125424374892;Entire home/apt;100;3;3;07/07/2018;0.65;1;0
17194;22897139;Ganze WH whole apt. creative loft Prenzlauerberg;169474652;Johanna;Pankow;Prenzlauer Berg Nord;52.54934977789076;13.420713962087744;Entire home/apt;120;2;3;29/06/2018;0.41;1;0
17210;22923592;Lovely room(s) in spacious Berlin apartment;17639471;Tama;Steglitz - Zehlendorf;Drakestr.;52.43189354227796;13.303972304264528;Private room;70;2;0;;;1;0
17217;22926238;Cool und zentral im Prenzl Berg: 2 Raum Studio;169711882;Rainer;Pankow;Prenzlauer Berg Nordwest;52.54618729193551;13.413087650801764;Entire home/apt;125;3;3;24/06/2018;0.41;1;169
17223;22934499;Luxury apartment with concierge and car park;1135888;Anna;Mitte;Regierungsviertel;52.51530668168688;13.38816029577064;Entire home/apt;80;61;0;;;7;351
17228;22938048;Urban style Design APT BERGMANN Kiez - Kreuzberg;34449068;Evelyn;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49143371992807;13.392212589285943;Entire home/apt;95;60;11;30/09/2018;1.26;2;5
17236;22947227;VIVA LA VIDA! - Aufwachen im Herzen Berlins! -;90444937;Hubert Und Matthias;Mitte;Regierungsviertel;52.51656941046048;13.389031451657695;Entire home/apt;129;3;7;26/09/2018;0.87;1;323
17240;22951367;high-quality apartment in the middle of Schöneberg;169653605;Christian;Tempelhof - Schöneberg;Schöneberg-Süd;52.488035774228855;13.344841163896474;Entire home/apt;90;2;40;27/10/2018;4.33;1;0
17245;22955838;Schöne Wohnung in Berlin Mitte;127654938;Jess;Mitte;Brunnenstr. Süd;52.53279322600446;13.392301644365402;Entire home/apt;75;4;12;21/10/2018;1.59;1;196
17248;22963259;Berlin-Kreuzberg: groß, verkehrsgünstig, gemütlich;13560573;Sebastian;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.49984125007585;13.427777191673854;Private room;80;7;0;;;1;311
17250;22966047;195 SQM & 5 BR // ENTIRE FLOOR: MAX 21 PERSON;3003519;Simon;Mitte;Moabit West;52.53310249248319;13.327777347775376;Entire home/apt;2500;2;6;12/08/2018;0.82;8;159
17251;22969964;Cozy flat in Friedrichshain;30161193;Jane;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.510950024135546;13.466397187968266;Entire home/apt;70;3;2;19/03/2018;0.22;1;0
17254;22978950;Berlin-Mitte: stylisches und gemütliches Apartment;72709003;Fina;Mitte;Brunnenstr. Süd;52.53627872251664;13.405481977162824;Entire home/apt;120;2;3;04/04/2018;0.32;1;0
17260;22984341;Large flat, amazing view over Berlin, near Messe;3257998;Sarah Marie & Anton;Charlottenburg-Wilm.;Neue Kantstraße;52.50497328371718;13.299872418116069;Entire home/apt;130;4;4;06/10/2018;0.67;2;0
17262;22989852;modern, central located w. garden  Prenzlauer Berg;155722828;Long;Pankow;Prenzlauer Berg Ost;52.53526428825593;13.434413529193504;Entire home/apt;70;2;62;04/11/2018;7.27;1;333
17270;22996227;Charlottenburg: licht, grün & verkehrsgünstig;130220460;Sabine;Charlottenburg-Wilm.;Mierendorffplatz;52.530093304606;13.304388556513722;Entire home/apt;69;3;16;23/09/2018;1.8;1;239
17271;22998873;Luxusapartment;1280504;Silvia;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Süd;52.51679364821089;13.430197906969733;Entire home/apt;100;4;25;04/11/2018;2.78;6;0
17275;23003841;By the river near the hip areas for long stayers;102979040;Team Suite030;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.50086093405212;13.451364174375705;Entire home/apt;129;60;0;;;16;3
17277;23008060;great huge calm rooms nearby Kreuzberg/Spree river;145736;Hans;Treptow - Köpenick;Alt  Treptow;52.48858275294052;13.45121707611687;Private room;69;2;1;16/10/2018;1.0;1;322
17282;23014752;Kreuzberg: Sanierte Altbauwohnung, modernes Design;9854834;Verena;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49333603493987;13.418415557381351;Entire home/apt;89;2;6;17/06/2018;0.68;1;0
17287;23021403;Lovely, Spacious Top Floor Apartment;17126915;Kevin;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.511703179019285;13.46711385329548;Entire home/apt;80;4;1;03/07/2018;0.23;1;86
17289;23022891;Berlin-Tiergarten 5 room flat with riverview;7679613;Corinna;Mitte;Moabit Ost;52.52317810155098;13.346775792839102;Entire home/apt;150;3;9;21/10/2018;1.15;1;168
17290;23030372;Die Sonnenterrasse in der Mitte der Stadt;32661505;Bruno;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.49859328597956;13.392140224487218;Private room;120;3;12;18/09/2018;1.63;1;19
17293;23033945;Wünderschönes  Loft in Kreuzberg;29391116;Adeline Helene;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50059992657009;13.432018317838711;Private room;85;3;9;26/08/2018;1.03;1;15
17297;23036806;Industrial meets Landhaus in Kreuzberg;170945809;Remo & Georg;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49776525925439;13.440287392396206;Private room;120;2;3;21/05/2018;0.41;1;47
17302;23039018;DELUXE 2ZIMMER APARTMENT (BERLIN FRIEDRICHSHAIN);30981168;Natalie;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.51150027371563;13.468182636580156;Entire home/apt;90;2;11;25/09/2018;1.38;4;333
17305;23040932;Schöner Altbau Prenzlberg Kulturbrauerei 120m²;170587432;Sebastian;Pankow;Pankow Süd;52.55843976364904;13.416200051174256;Private room;100;2;34;24/10/2018;4.62;1;163
17307;23047383;paris;63838688;Enrico;Charlottenburg-Wilm.;Düsseldorfer Straße;52.497693802762;13.32520213941126;Entire home/apt;135;3;0;;;11;220
17309;23048098;Berlin Mitte-Kreuzberg: Beautiful apartment;7544745;Sergi;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50535419580746;13.39601064860169;Entire home/apt;70;3;0;;;2;0
17311;23051163;Outstanding apartment in the heart of Berlin;129139920;Tom;Tempelhof - Schöneberg;Schöneberg-Nord;52.49480229655034;13.35487784444972;Entire home/apt;100;2;3;10/09/2018;0.69;2;2
17326;23068495;Urban Light;171245820;Nora;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.51222661556316;13.457009907006384;Private room;79;2;1;08/03/2018;0.12;1;0
17331;23073577;LOVELY COZY CUTE APARTMENT;79242205;Marie;Pankow;Prenzlauer Berg Ost;52.52967405688307;13.447525141417872;Entire home/apt;70;3;6;19/09/2018;0.7;1;251
17337;23077467;Beautiful Apartment in the City of Berlin;171343957;Laura;Charlottenburg-Wilm.;Kantstraße;52.50474544831879;13.32564331090654;Entire home/apt;150;3;39;02/11/2018;4.45;1;290
17339;23082151;Nollendorf Apartments Motzstraße (1000);115768053;Andrew;Tempelhof - Schöneberg;Schöneberg-Nord;52.49963105386431;13.350202939760669;Entire home/apt;120;5;6;01/05/2018;0.7;3;0
17344;23083877;Wg in Berlin Kreuzberg;41849657;Tim;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50199482239017;13.429179903118788;Entire home/apt;70;5;1;11/03/2018;0.12;5;0
17346;23085702;Super Central Quiet Apt, TV Tower View;171262403;Jonas;Mitte;Alexanderplatz;52.52496646021773;13.40626433674387;Entire home/apt;80;4;40;04/11/2018;4.4;2;142
17351;23087628;Nice apartment with great location;6659601;Nataliia;Mitte;Brunnenstr. Süd;52.53561143604826;13.396765278655554;Entire home/apt;100;3;2;25/02/2018;0.23;1;0
17354;23088687;Gorgeous rooftop Maisonette with South terrace;6686989;Fiona;Pankow;Weißensee;52.55129787440167;13.454728873783768;Entire home/apt;94;10;0;;;1;16
17356;23089239;City Apartment, good location, 5 guests;27952946;Katrin;Mitte;Osloer Straße;52.55342282276017;13.387937043830062;Entire home/apt;120;2;19;11/10/2018;2.17;12;306
17360;23096040;Luxury. Design. Bright. Balcony. Spacious 2 rooms.;1107814;Gregor;Mitte;Alexanderplatz;52.51201703135702;13.423013713767276;Entire home/apt;89;28;5;29/10/2018;0.58;1;151
17365;23097940;Schöne Wohnung im Bergmannkiez;52411447;Arne;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49344447993005;13.394025763665244;Entire home/apt;69;6;0;;;1;0
17373;23101055;Beautiful rooftop flat in the heart of Kreuzberg;171606176;Christian;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49891775764063;13.44395375807913;Entire home/apt;120;3;9;04/11/2018;1.06;1;11
17374;23101210;Berlin-Friedrichshain: Design-Wohnung mit Balkon;171608711;Monika;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.518552975685004;13.461632657965051;Entire home/apt;100;2;7;24/10/2018;1.17;1;0
17383;23105625;Dachgeschoss, gemütlich, Fußbodenheizung & Flügel;171658887;Made;Pankow;Prenzlauer Berg Süd;52.53166474267292;13.423911292379923;Private room;75;1;24;18/10/2018;3.08;1;171
17388;23107238;2 beautiful room apartment  on Xberg canal !;2311539;Noam;Neukölln;Reuterstraße;52.493099749894185;13.429501480804802;Entire home/apt;80;4;0;;;1;0
17396;23117197;Beautiful bright apartment next to a canal!;455176;Renan;Neukölln;Reuterstraße;52.49242271481892;13.427344143234077;Entire home/apt;70;3;2;06/02/2018;0.22;3;0
17397;23117496;BERLIN FRIEDRICHSHAIN;7313358;Sali;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.512921485517154;13.45818786684403;Private room;70;1;13;18/09/2018;1.59;1;220
17400;23117874;Cozy flat in the heart of Neukölln;86911160;Jan;Neukölln;Neuköllner Mitte/Zentrum;52.48287905170463;13.4277271675236;Entire home/apt;75;4;1;07/03/2018;0.12;1;0
17406;23123721;Charmante Altbauwohnung am Schloss Charlottenburg;70720198;Alexander;Charlottenburg-Wilm.;Schloß Charlottenburg;52.51762540327865;13.300264519116626;Private room;80;1;1;08/02/2018;0.11;1;0
17409;23125378;FantasticHouse Prenzlauer Berg VolkspFriedrichhain;171841871;Flo;Pankow;Prenzlauer Berg Ost;52.53459473891;13.445184967644776;Entire home/apt;119;1;78;06/11/2018;8.67;1;108
17411;23126159;Neukölln family flat. Big & sunny. Balcony.;20025096;Max;Neukölln;Rixdorf;52.479755551372655;13.43705247858109;Private room;70;1;16;21/10/2018;1.93;1;64
17412;23126353;Central, cosy and bright flat in Berlin Mitte;171852467;Paulina;Mitte;Brunnenstr. Süd;52.53701378040614;13.398022209831185;Entire home/apt;80;3;7;21/08/2018;0.88;1;17
17422;23138703;Lovely Maisonette Apartment, 7 min Alexanderplatz;66877658;Toni;Pankow;Prenzlauer Berg Süd;52.53524707350409;13.422397954775247;Entire home/apt;70;1;2;24/02/2018;0.23;1;274
17423;23139999;Beautiful Penthouse in Berlin-Mitte;4278235;Nils;Mitte;Alexanderplatz;52.52583249467385;13.404716023757594;Entire home/apt;183;5;16;03/11/2018;2.49;2;0
17429;23143593;Cosy 2BR flat in the very center of Berlin;11788404;Mona;Pankow;Prenzlauer Berg Südwest;52.53134711617727;13.412368077277;Entire home/apt;98;3;2;20/03/2018;0.23;2;0
17435;23153853;Cosy retreat with garden in the heart of Berlin;172106212;Janine;Mitte;Brunnenstr. Nord;52.53946521405008;13.396353701692258;Entire home/apt;89;3;21;26/10/2018;2.58;1;4
17442;23157940;Romantic Style Apartment Berlin Checkpoint Charlie;2569632;Catharina;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50708510691768;13.398299811376509;Entire home/apt;130;3;15;17/10/2018;1.97;2;249
17445;23158809;Berlin Mitte: Große 2-Raum Wohnung mit Balkon;9137760;Fanny;Mitte;Alexanderplatz;52.52855660562396;13.395050679842877;Entire home/apt;150;3;4;08/04/2018;0.48;1;0
17454;23168965;Berlin MITTE 3 room maisonette +2bathroom+SOLARIUM;171888293;Flo;Mitte;Moabit Ost;52.53402617508464;13.348798848493734;Entire home/apt;82;1;47;21/10/2018;5.66;1;127
17459;23176584;Bright Apartment with rooftop terrace at Mauerpark;102979040;Team Suite030;Pankow;Prenzlauer Berg Südwest;52.54104090161617;13.408513344807847;Entire home/apt;405;28;1;28/04/2018;0.15;16;0
17461;23177268;Penthouse with a view;853760;Erik;Pankow;Prenzlauer Berg Südwest;52.53980961626933;13.417219166481448;Entire home/apt;160;2;2;21/10/2018;2.0;1;29
17462;23179092;nice and central Bungalow with garden at the park;3459605;Monika;Pankow;Prenzlauer Berg Ost;52.5366043220312;13.456743696726091;Entire home/apt;95;3;5;05/07/2018;0.7;1;1
17463;23179183;Cosy Flat Berlin Mitte;19390608;Annemarie;Mitte;Alexanderplatz;52.53373090754845;13.378604907853251;Entire home/apt;79;3;6;04/09/2018;1.19;1;42
17464;23180356;Kreuzberg Loft in historical industrial complex;102979040;Team Suite030;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.48626925121999;13.38356370580281;Entire home/apt;234;3;3;30/03/2018;0.37;16;0
17470;23181685;Berlin - Haus zwischen Großstadt und Natur;9647789;Tilo;Treptow - Köpenick;Rahnsdorf/Hessenwinkel;52.42244361500515;13.721670961671729;Entire home/apt;90;14;1;03/10/2018;0.83;1;0
17477;23193835;Berlin-Kreuzberg: historisches Gelände, Terrasse;172458650;Eric;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.48638774681153;13.380057958240346;Entire home/apt;115;3;0;;;1;0
17480;23195626;CHARMING ATELIERLIKE for women or nice couples;172356883;Silke;Pankow;Prenzlauer Berg Süd;52.53435865527716;13.42762438994118;Private room;69;2;20;24/10/2018;2.48;1;101
17484;23197401;sun kissed apartment prenzlauer berg;10133631;Lisa;Pankow;Prenzlauer Berg Süd;52.53395596105684;13.430246290077768;Entire home/apt;120;5;1;09/02/2018;0.11;2;29
17485;23197767;Mitte: Beautiful apartment in heart of Berlin;26053604;Nadia;Pankow;Prenzlauer Berg Südwest;52.53357882915678;13.410562323451895;Entire home/apt;120;3;2;16/07/2018;0.39;2;0
17489;23202256;City East in 10 Minuten! Two rooms!;163404884;Larah Und Henry;Tempelhof - Schöneberg;Tempelhof;52.46777628356492;13.382557546717706;Entire home/apt;75;1;8;13/10/2018;1.02;4;66
17490;23203142;Schöne helle 2-Zimmer Wohnung in Kreuzberg;18302525;Danae;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49654429212019;13.443813352121404;Entire home/apt;70;2;2;30/07/2018;0.56;1;0
